National_Dex,Pokemon,Form,Series
312,Minun,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'SV']"
313,Volbeat,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'SV']"
314,Illumise,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'SV']"
315,Roselia,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'BdSp', 'LA', 'SwSh', 'ZA']"
316,Gulpin,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'BdSp', 'ZA', 'SV']"
317,Swalot,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'BdSp', 'ZA', 'SV']"
318,Carvanha,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA']"
319,Sharpedo,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA']"
320,Wailmer,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh']"
321,Wailord,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh']"
322,Numel,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'BdSp', 'ZA', 'SV']"
323,Camerupt,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'BdSp', 'ZA', 'SV']"
324,Torkoal,,"['RSE', 'DPPt', 'HgSs', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'SV']"
325,Spoink,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'ZA', 'SV']"
326,Grumpig,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'ZA', 'SV']"
327,Spinda,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp']"
328,Trapinch,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'SV']"
329,Vibrava,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'SV']"
330,Flygon,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'SV']"
331,Cacnea,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'BdSp', 'SV']"
332,Cacturne,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'BdSp', 'SV']"
333,Swablu,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
334,Altaria,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
335,Zangoose,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'ZA', 'SV']"
336,Seviper,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'ZA', 'SV']"
337,Lunatone,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'SwSh']"
338,Solrock,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'SwSh']"
339,Barboach,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
340,Whiscash,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
341,Corphish,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh', 'SV']"
342,Crawdaunt,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh', 'SV']"
343,Baltoy,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'SwSh']"
344,Claydol,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'SwSh']"
345,Lileep,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh']"
346,Cradily,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh']"
347,Anorith,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh']"
348,Armaldo,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh']"
349,Feebas,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
350,Milotic,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
351,Castform,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'OrAs', 'SM', 'UsUm', 'BdSp']"
352,Kecleon,,"['RSE', 'DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'ZA']"
353,Shuppet,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'ZA', 'SV']"
354,Banette,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'ZA', 'SV']"
355,Duskull,,"['RSE', 'DPPt', 'HgSs', 'XY', 'OrAs', 'BdSp', 'LA', 'SwSh', 'SV']"
356,Dusclops,,"['RSE', 'DPPt', 'HgSs', 'XY', 'OrAs', 'BdSp', 'LA', 'SwSh', 'SV']"
357,Tropius,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SV']"
358,Chimecho,,"['RSE', 'DPPt', 'HgSs', 'BW', 'XY', 'OrAs', 'BdSp', 'LA', 'ZA', 'SV']"
359,Absol,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA']"
360,Wynaut,,"['FrLg', 'RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'SwSh']"
361,Snorunt,,"['RSE', 'DPPt', 'HgSs', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
362,Glalie,,"['RSE', 'DPPt', 'HgSs', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
363,Spheal,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh']"
364,Sealeo,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh']"
365,Walrein,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh']"
366,Clamperl,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp']"
367,Huntail,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp']"
368,Gorebyss,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp']"
369,Relicanth,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh']"
370,Luvdisc,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SV']"
371,Bagon,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
372,Shelgon,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
373,Salamence,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
374,Beldum,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
375,Metang,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
376,Metagross,,"['RSE', 'DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
377,Regirock,,"['RSE', 'DPPt', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'SwSh', 'SV']"
378,Regice,,"['RSE', 'DPPt', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'SwSh', 'SV']"
379,Registeel,,"['RSE', 'DPPt', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'SwSh', 'SV']"
380,Latias,,"['RSE', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
381,Latios,,"['RSE', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
382,Kyogre,,"['RSE', 'HgSs', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
383,Groudon,,"['RSE', 'HgSs', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
384,Rayquaza,,"['RSE', 'HgSs', 'XY', 'OrAs', 'UsUm', 'BdSp', 'SwSh', 'ZA', 'SV']"
385,Jirachi,,"['RSE', 'XY', 'OrAs', 'SM', 'BdSp', 'SwSh', 'SV']"
386,Deoxys,,"['RSE', 'OrAs', 'BdSp']"
386,Deoxys,Attack,['FrLg']
386,Deoxys,Attack Forme,"['BdSp', 'SV']"
386,Deoxys,Defense,['FrLg']
386,Deoxys,Defense Forme,"['BdSp', 'SV']"
386,Deoxys,Normal Forme,['SV']
386,Deoxys,Speed Forme,"['BdSp', 'SV']"
387,Turtwig,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
388,Grotle,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
389,Torterra,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
390,Chimchar,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
391,Monferno,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
392,Infernape,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
393,Piplup,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
394,Prinplup,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
395,Empoleon,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
396,Starly,,"['DPPt', 'HgSs', 'BW', 'XY', 'SM', 'BdSp', 'LA', 'ZA', 'SV']"
397,Staravia,,"['DPPt', 'HgSs', 'BW', 'XY', 'SM', 'BdSp', 'LA', 'ZA', 'SV']"
398,Staraptor,,"['DPPt', 'HgSs', 'BW', 'XY', 'SM', 'BdSp', 'LA', 'ZA', 'SV']"
399,Bidoof,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'BdSp', 'LA']"
400,Bibarel,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'BdSp', 'LA']"
401,Kricketot,,"['DPPt', 'HgSs', 'BW', 'OrAs', 'BdSp', 'LA', 'SV']"
402,Kricketune,,"['DPPt', 'HgSs', 'BW', 'OrAs', 'BdSp', 'LA', 'SV']"
403,Shinx,,"['DPPt', 'HgSs', 'BW', 'XY', 'OrAs', 'SM', 'BdSp', 'LA', 'SwSh', 'SV']"
404,Luxio,,"['DPPt', 'HgSs', 'BW', 'XY', 'OrAs', 'SM', 'BdSp', 'LA', 'SwSh', 'SV']"
405,Luxray,,"['DPPt', 'HgSs', 'BW', 'XY', 'OrAs', 'SM', 'BdSp', 'LA', 'SwSh', 'SV']"
406,Budew,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'BdSp', 'LA', 'SwSh', 'ZA']"
407,Roserade,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'BdSp', 'LA', 'SwSh', 'ZA']"
408,Cranidos,,"['DPPt', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
409,Rampardos,,"['DPPt', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
410,Shieldon,,"['DPPt', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
411,Bastiodon,,"['DPPt', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
412,Burmy,,"['DPPt', 'HgSs', 'XY', 'BdSp', 'LA']"
413,Wormadam,,"['DPPt', 'HgSs', 'XY', 'BdSp', 'LA']"
413,Wormadam,Sandy Cloak,"['BdSp', 'LA']"
413,Wormadam,Trash Cloak,"['BdSp', 'LA']"
414,Mothim,,"['DPPt', 'HgSs', 'XY', 'BdSp', 'LA']"
415,Combee,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'BdSp', 'LA', 'SwSh', 'SV']"
416,Vespiquen,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'BdSp', 'LA', 'SwSh', 'SV']"
417,Pachirisu,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'BdSp', 'LA', 'SV']"
418,Buizel,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'UsUm', 'BdSp', 'LA', 'SV']"
419,Floatzel,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'UsUm', 'BdSp', 'LA', 'SV']"
420,Cherubi,,"['DPPt', 'HgSs', 'BW', 'OrAs', 'BdSp', 'LA', 'SwSh']"
421,Cherrim,,"['DPPt', 'HgSs', 'BW', 'OrAs', 'BdSp', 'LA', 'SwSh']"
421,Cherrim,Sunshine Form,['SwSh']
422,Shellos,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh']"
422,Shellos,East Sea,['SV']
422,Shellos,West Sea,"['BdSp', 'SV']"
423,Gastrodon,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh']"
423,Gastrodon,East Sea,['SV']
423,Gastrodon,West Sea,"['BdSp', 'SV']"
424,Ambipom,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
425,Drifloon,,"['DPPt', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
426,Drifblim,,"['DPPt', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
427,Buneary,,"['DPPt', 'HgSs', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA']"
428,Lopunny,,"['DPPt', 'HgSs', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA']"
429,Mismagius,,"['DPPt', 'HgSs', 'BW', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
430,Honchkrow,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
431,Glameow,,"['DPPt', 'B2W2', 'OrAs', 'BdSp', 'LA']"
432,Purugly,,"['DPPt', 'B2W2', 'OrAs', 'BdSp', 'LA']"
433,Chingling,,"['DPPt', 'HgSs', 'BW', 'XY', 'OrAs', 'BdSp', 'LA', 'ZA', 'SV']"
434,Stunky,,"['DPPt', 'B2W2', 'XY', 'BdSp', 'LA', 'SwSh', 'SV']"
435,Skuntank,,"['DPPt', 'B2W2', 'XY', 'BdSp', 'LA', 'SwSh', 'SV']"
436,Bronzor,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'LA', 'SwSh', 'SV']"
437,Bronzong,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'LA', 'SwSh', 'SV']"
438,Bonsly,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
439,Mime Jr.,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA']"
440,Happiny,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
441,Chatot,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'BdSp', 'LA']"
442,Spiritomb,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'BdSp', 'LA', 'SwSh', 'SV']"
443,Gible,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
444,Gabite,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
445,Garchomp,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
446,Munchlax,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
447,Riolu,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
448,Lucario,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
449,Hippopotas,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
450,Hippowdon,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
451,Skorupi,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh']"
452,Drapion,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh']"
453,Croagunk,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'BdSp', 'LA', 'SwSh', 'SV']"
454,Toxicroak,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'BdSp', 'LA', 'SwSh', 'SV']"
455,Carnivine,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'BdSp', 'LA']"
456,Finneon,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
457,Lumineon,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
458,Mantyke,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh']"
459,Snover,,"['DPPt', 'HgSs', 'XY', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
460,Abomasnow,,"['DPPt', 'HgSs', 'XY', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
461,Weavile,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
462,Magnezone,,"['DPPt', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
463,Lickilicky,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'UsUm', 'BdSp', 'LA', 'SwSh']"
464,Rhyperior,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
465,Tangrowth,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'BdSp', 'LA', 'SwSh']"
466,Electivire,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
467,Magmortar,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
468,Togekiss,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'SM', 'BdSp', 'LA', 'SwSh']"
469,Yanmega,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'UsUm', 'BdSp', 'LA', 'SV']"
470,Leafeon,,"['DPPt', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
471,Glaceon,,"['DPPt', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
472,Gliscor,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'BdSp', 'LA', 'SV']"
473,Mamoswine,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
474,Porygon-Z,,"['DPPt', 'HgSs', 'BW', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
475,Gallade,,"['DPPt', 'HgSs', 'BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
476,Probopass,,"['DPPt', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
477,Dusknoir,,"['DPPt', 'HgSs', 'XY', 'OrAs', 'BdSp', 'LA', 'SwSh', 'SV']"
478,Froslass,,"['DPPt', 'HgSs', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
479,Fan Rotom,,"['BdSp', 'SwSh']"
479,Frost Rotom,,"['BdSp', 'SwSh']"
479,Heat Rotom,,"['BdSp', 'SwSh']"
479,Mow Rotom,,"['BdSp', 'SwSh']"
479,Rotom,,"['DPPt', 'BW', 'B2W2', 'XY', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
479,Rotom,Fan,"['LA', 'ZA', 'SV']"
479,Rotom,Frost,"['LA', 'ZA', 'SV']"
479,Rotom,Heat,"['LA', 'ZA', 'SV']"
479,Rotom,Mow,"['LA', 'ZA', 'SV']"
479,Rotom,Wash,"['LA', 'ZA', 'SV']"
479,Wash Rotom,,"['BdSp', 'SwSh']"
480,Uxie,,"['DPPt', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
481,Mesprit,,"['DPPt', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
482,Azelf,,"['DPPt', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
483,Dialga,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
483,Dialga,Origin Forme,"['LA', 'SV']"
484,Palkia,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
484,Palkia,Origin Forme,"['LA', 'SV']"
485,Heatran,,"['DPPt', 'B2W2', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'ZA', 'SV']"
486,Regigigas,,"['DPPt', 'B2W2', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
487,Giratina,,"['DPPt', 'HgSs', 'B2W2', 'XY', 'OrAs', 'UsUm', 'LA', 'SwSh']"
487,Giratina,Altered Forme,"['BdSp', 'SV']"
487,Giratina,Origin Forme,"['BdSp', 'LA', 'SwSh', 'SV']"
488,Cresselia,,"['DPPt', 'B2W2', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SwSh', 'SV']"
489,Phione,,"['DPPt', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
490,Manaphy,,"['DPPt', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'SV']"
491,Darkrai,,"['DPPt', 'XY', 'OrAs', 'SM', 'UsUm', 'BdSp', 'LA', 'ZA', 'SV']"
492,Shaymin,,"['DPPt', 'OrAs', 'SM', 'UsUm', 'LA']"
492,Shaymin,Land Forme,"['BdSp', 'SV']"
492,Shaymin,Sky Forme,"['BdSp', 'LA', 'SV']"
493,Arceus,,"['DPPt', 'OrAs', 'UsUm', 'BdSp', 'LA', 'SV']"
494,Victini,,"['BW', 'XY', 'OrAs', 'SM', 'SwSh']"
495,Snivy,,"['BW', 'B2W2', 'OrAs', 'SM', 'SV']"
496,Servine,,"['BW', 'B2W2', 'OrAs', 'SM', 'SV']"
497,Serperior,,"['BW', 'B2W2', 'OrAs', 'SM', 'SV']"
498,Tepig,,"['BW', 'B2W2', 'OrAs', 'SM', 'ZA', 'SV']"
499,Pignite,,"['BW', 'B2W2', 'OrAs', 'SM', 'ZA', 'SV']"
500,Emboar,,"['BW', 'B2W2', 'OrAs', 'SM', 'ZA', 'SV']"
501,Oshawott,,"['BW', 'B2W2', 'OrAs', 'SM', 'LA', 'SV']"
502,Dewott,,"['BW', 'B2W2', 'OrAs', 'SM', 'LA', 'SV']"
503,Samurott,,"['BW', 'B2W2', 'OrAs', 'SM', 'SV']"
